Timestamp,I am 18+ and I consent to anonymous data collection for academic purposes only.,Country/Region,Primary role,Age (years),Gender (optional),Which wellness/mental health apps have you used in the last 6 months? (select all that apply),How often do you journal?,How often do you chat with an AI companion for support?,Typical journaling session length (minutes),How often do you journal late at night (after 11pm)?,Average sleep hours per night (past 2 weeks),Average number of meetings/classes per day (past 2 weeks),How many deadlines/exams in the next 7 days?,"In the last 2 weeks, how often did you feel overwhelmed?","In the last 2 weeks, how often did you feel things were going your way? (reverse-scored)","In the last 2 weeks, how often did you feel confident about handling personal problems? (reverse-scored)","In the last 2 weeks, how often did you feel difficulties were piling up too high?",Overall mood today,Which emotions did you often experience in the last week? (select all that apply),I am concerned about privacy of my journals.,I prefer on-device processing even if features are limited.,I am okay with personalized nudges if they help my wellbeing.,I am willing to share anonymized analytics for research.,What would you want from a wellbeing companion? (open text),Any concerns about such apps? (open text)
08/26/2025 21:50:00,Agree,India,Freelancer,56,Prefer not to say,Daylio,2-3x/week,Always,0,Weekly,7 hours,9+,0,Always,Weekly,Never,Never,Positive,"Calm, Stressed, Peaceful, Excited",Disagree,Strongly agree,Agree,Strongly disagree,Professional support integration,Lack of human connection
08/25/2025 10:07:00,Agree,India,Teacher,48,Male,"Calm, Youper, Sanvello",Rarely,Daily,6-10,Rarely,8 hour sleep,7-8,6+,Daily,Daily,Sometimes,Weekly,Positive,"Anger, Excited, Stressed, Frustrated, Lonely",Strongly disagree,Strongly disagree,Disagree,Neutral,More personalization,None
08/26/2025 10:58:00,Agree,India,Healthcare Worker,22,Male,"Reflectly, Replika",Never,2-3x/week,16-20,Sometimes,5 hours,1-2,3,Always,Weekly,Sometimes,2-3x/week,Neutral,"Anxiety, Peaceful, Joy",Agree,Neutral,Neutral,Strongly disagree,Journaling prompts,Stigma around mental health apps
08/24/2025 14:36:00,Agree,India,Freelancer,38,Prefer not to say,"Sanvello, Wysa, Moodpath, Reflectly, Daylio, Replika, Youper, Insight Timer, Headspace, None",Always,Weekly,1-5,Never,6 hours,7-8,6+,Never,2-3x/week,Never,Daily,Neutral,"Stressed, Joy, Excited",Disagree,Disagree,Disagree,Agree,Offline functionality,Technical issues
08/22/2025 19:10:00,Agree,India,Other,22,Prefer not to say,"Wysa, Insight Timer, Stoic, Replika, Youper, MindDoc, Jour, Sanvello, Daylio, Reflectly, Calm, None, Headspace",Always,Weekly,16-20,Never,5 hours,9+,1,Never,2-3x/week,2-3x/week,Sometimes,Negative,"Anxiety, Stressed, Lonely, Peaceful, Frustrated",Strongly disagree,Disagree,Strongly disagree,Agree,Offline functionality,Data security
08/23/2025 04:10:00,Agree,India,Student,36,Non-binary,"MindShift, Replika, Calm, Wysa, Daylio",Weekly,Weekly,21-30,Sometimes,7 hours,9+,0,Sometimes,Weekly,Weekly,Weekly,Positive,"Anxiety, Tired, Overwhelmed, Excited",Neutral,Neutral,Strongly disagree,Strongly agree,Offline functionality,Over-reliance on AI
08/25/2025 09:08:00,Agree,India,Other,61,Male,"Jour, Youper, Calm, None, MindShift",Always,2-3x/week,30+,Sometimes,7 hours,3-4,3,Daily,Rarely,2-3x/week,2-3x/week,Negative,"Tired, Anger, Sadness, Anxiety, Calm",Neutral,Strongly agree,Strongly disagree,Disagree,Progress tracking,Addiction to apps
08/22/2025 19:35:00,Agree,India,Freelancer,60,Female,"Wysa, MindDoc, Youper, MindShift, Sanvello, Replika",Weekly,Weekly,16-20,Weekly,5 hours,3-4,5,Never,2-3x/week,2-3x/week,Always,Positive,"Excited, Sadness, Stressed, Frustrated, Anger",Agree,Strongly disagree,Strongly agree,Strongly agree,Integration with other apps,None
08/23/2025 02:25:00,Agree,India,Researcher,31,Non-binary,"Jour, Stoic, Replika, Sanvello, None, Headspace, Daylio, Moodpath, MindShift, Wysa, Youper",Never,Never,30+,Daily,10+ hours,9+,5,Sometimes,Weekly,Sometimes,Weekly,Neutral,"Joy, Tired, Peaceful",Agree,Strongly disagree,Strongly agree,Neutral,Better privacy controls,None
08/21/2025 16:33:00,Agree,India,Teacher,48,Non-binary,"MindShift, MindDoc, Youper",Weekly,Rarely,30+,2-3x/week,4 hours,7-8,0,Never,Daily,2-3x/week,2-3x/week,Positive,"Joy, Hopeful, Anxiety, Overwhelmed",Strongly disagree,Disagree,Neutral,Agree,Community support,Addiction to apps
08/25/2025 04:16:00,Agree,India,Teacher,61,Non-binary,"Moodpath, Headspace, Youper, None, MindShift, Insight Timer, Sanvello, Reflectly, Daylio, Replika, Stoic, Calm, Jour, MindDoc, Wysa",Never,Sometimes,30+,Weekly,10 hours,5-6,1,2-3x/week,Always,Daily,Rarely,Positive,"Excited, Stressed, Sadness, Tired, Calm",Strongly agree,Strongly agree,Strongly disagree,Neutral,Journaling prompts,Cost
08/26/2025 05:26:00,Agree,India,Working Professional,41,Male,"Stoic, Reflectly, Insight Timer",Always,Rarely,16-20,Never,10+ hours,0,1,Never,2-3x/week,Rarely,Weekly,Negative,"Peaceful, Grateful, Joy",Strongly disagree,Strongly agree,Agree,Agree,Community support,Addiction to apps
08/21/2025 13:25:00,Agree,India,Student,33,Female,Reflectly,Never,Rarely,21-30,Rarely,10+ hours,9+,0,Always,Sometimes,Weekly,Always,Negative,"Lonely, Hopeful, Frustrated, Anxiety, Sadness",Disagree,Disagree,Strongly disagree,Agree,Voice input,Stigma around mental health apps
08/23/2025 07:05:00,Agree,India,Healthcare Worker,23,Non-binary,"Headspace, Insight Timer, MindShift, Daylio, Replika, Moodpath, Stoic, Sanvello, Youper, MindDoc, Jour, Wysa",Always,Never,30+,Weekly,7 hours,5-6,1,2-3x/week,Never,Rarely,Sometimes,Positive,"Peaceful, Tired, Calm, Joy, Sadness",Agree,Agree,Agree,Strongly disagree,Better privacy controls,Cost
08/25/2025 03:48:00,Agree,India,Student,39,Prefer not to say,"Wysa, Daylio, Headspace, None, MindDoc, Youper, Calm, Sanvello, MindShift, Stoic, Moodpath",2-3x/week,Sometimes,6-10,Never,9 hours,7-8,3,Rarely,2-3x/week,Weekly,Weekly,Neutral,"Sadness, Joy, Tired, Grateful, Anxiety",Strongly disagree,Neutral,Strongly disagree,Disagree,Professional support integration,Addiction to apps
08/23/2025 15:10:00,Agree,India,Researcher,40,Female,"Youper, Daylio, Headspace, Sanvello, Moodpath, Stoic, Wysa",Weekly,Rarely,0,2-3x/week,7 hours,3-4,0,Rarely,Always,Weekly,Sometimes,Negative,"Hopeful, Frustrated, Tired, Grateful",Strongly agree,Neutral,Strongly agree,Strongly agree,Better UI/UX,Data security
08/26/2025 22:35:00,Agree,India,Other,60,Female,Sanvello,Sometimes,Always,1-5,2-3x/week,10+ hours,0,3,Daily,Weekly,Rarely,Daily,Positive,"Joy, Sadness, Calm, Anxiety, Lonely",Agree,Agree,Strongly agree,Strongly disagree,Professional support integration,Lack of human connection
08/21/2025 01:11:00,Agree,India,Other,35,Non-binary,MindDoc,Daily,Weekly,0,Sometimes,10+ hours,9+,2,Rarely,Daily,Always,Daily,Neutral,"Excited, Peaceful, Grateful, Lonely",Neutral,Disagree,Agree,Strongly agree,Offline functionality,Over-reliance on AI
08/25/2025 14:12:00,Agree,India,Researcher,60,Female,"MindDoc, Calm, Moodpath, Youper, Replika, Wysa, MindShift, Stoic, Jour, Insight Timer, None",2-3x/week,Never,21-30,Sometimes,10 hours,9+,2,Daily,2-3x/week,2-3x/week,Daily,Negative,"Anger, Tired, Calm, Excited",Agree,Strongly agree,Strongly disagree,Strongly disagree,More personalization,None
08/25/2025 03:28:00,Agree,India,Teacher,50,Female,"None, Moodpath, Insight Timer, Youper, Replika, Jour, Headspace, Reflectly, Sanvello, Wysa, Stoic, Calm, MindShift",Sometimes,Never,16-20,Sometimes,10+ hours,7-8,4,Never,Weekly,Sometimes,Weekly,Positive,"Grateful, Frustrated, Lonely, Sadness, Stressed",Disagree,Strongly agree,Neutral,Agree,Mood tracking,Privacy concerns
08/25/2025 01:34:00,Agree,India,Healthcare Worker,33,Prefer not to say,"Headspace, Insight Timer, Jour, Stoic",Never,Sometimes,16-20,Never,10 hours,3-4,2,2-3x/week,Daily,2-3x/week,Rarely,Positive,"Sadness, Excited",Agree,Neutral,Neutral,Strongly agree,Offline functionality,Addiction to apps
08/24/2025 22:42:00,Agree,India,Working Professional,22,Male,Daylio,Always,Weekly,1-5,Rarely,4 hours,5-6,2,Always,2-3x/week,Always,Sometimes,Negative,"Tired, Grateful, Anxiety, Lonely, Calm",Agree,Agree,Disagree,Disagree,More personalization,AI accuracy
08/26/2025 06:11:00,Agree,India,Freelancer,18,Prefer not to say,Stoic,Rarely,Sometimes,16-20,Rarely,6 hours,5-6,2,Weekly,Daily,Sometimes,2-3x/week,Negative,"Calm, Sadness",Neutral,Disagree,Agree,Neutral,Better AI responses,Stigma around mental health apps
08/21/2025 17:10:00,Agree,India,Other,39,Non-binary,Reflectly,Weekly,2-3x/week,30+,Daily,6 hours,0,5,Never,Never,2-3x/week,Sometimes,Negative,"Overwhelmed, Sadness, Anger, Grateful, Anxiety",Agree,Disagree,Neutral,Disagree,Mood tracking,Stigma around mental health apps
08/21/2025 01:26:00,Agree,India,Working Professional,51,Male,"Calm, Daylio, MindShift, Insight Timer, Moodpath, Jour, Stoic, None, MindDoc, Reflectly, Youper, Sanvello, Wysa",Daily,Sometimes,11-15,Always,5 hours,9+,0,Sometimes,Never,Daily,Always,Positive,"Grateful, Calm",Strongly disagree,Neutral,Strongly disagree,Agree,More personalization,Cost
08/24/2025 04:58:00,Agree,India,Healthcare Worker,19,Male,"Moodpath, Calm, Jour, None, Headspace, Wysa, Youper, MindDoc",2-3x/week,Rarely,6-10,Sometimes,7 hours,9+,3,Weekly,Always,Sometimes,Sometimes,Neutral,"Anger, Joy, Peaceful, Tired",Strongly agree,Strongly disagree,Strongly agree,Neutral,Integration with other apps,Lack of human connection
08/23/2025 03:28:00,Agree,India,Student,57,Non-binary,"None, Replika, Youper, MindShift, Calm",Daily,Sometimes,11-15,Weekly,10+ hours,7-8,4,Daily,Never,2-3x/week,2-3x/week,Negative,"Anger, Peaceful, Frustrated, Joy",Disagree,Agree,Neutral,Agree,Professional support integration,Over-reliance on AI
08/24/2025 09:57:00,Agree,India,Researcher,44,Prefer not to say,"Replika, None, Moodpath, MindDoc, Wysa, Sanvello, Stoic, Daylio, Calm, Reflectly, MindShift, Youper, Insight Timer, Jour",Sometimes,2-3x/week,16-20,Sometimes,10+ hours,1-2,4,Weekly,Rarely,Never,Always,Positive,"Frustrated, Grateful, Anger",Disagree,Disagree,Disagree,Disagree,More personalization,Data security
08/21/2025 22:09:00,Agree,India,Healthcare Worker,22,Male,"Daylio, Reflectly, Headspace",Weekly,Weekly,6-10,Weekly,7 hours,3-4,5,Rarely,Never,Weekly,Weekly,Negative,"Anger, Lonely, Anxiety, Grateful",Agree,Neutral,Strongly disagree,Strongly agree,Journaling prompts,Cost
08/25/2025 06:39:00,Agree,India,Other,25,Male,"Calm, Jour, Headspace, Moodpath, Daylio, MindDoc, Replika, MindShift, Sanvello, Stoic, Wysa, Reflectly, None, Insight Timer",Weekly,Sometimes,21-30,Always,7 hours,7-8,5,Rarely,Sometimes,Weekly,2-3x/week,Negative,"Anger, Stressed, Sadness, Overwhelmed",Strongly disagree,Neutral,Agree,Disagree,Offline functionality,None
08/24/2025 08:42:00,Agree,India,Researcher,42,Male,"None, MindDoc, Wysa, Youper, Calm, Stoic, Jour, Moodpath, Replika, Insight Timer, MindShift, Reflectly",2-3x/week,2-3x/week,1-5,Weekly,5 hours,0,2,Daily,Always,2-3x/week,Never,Negative,"Sadness, Tired, Peaceful",Agree,Disagree,Disagree,Agree,Journaling prompts,Data security
08/21/2025 14:26:00,Agree,India,Working Professional,59,Male,"MindDoc, Moodpath, None, Youper, MindShift, Sanvello, Replika, Stoic, Calm, Insight Timer, Headspace, Jour, Wysa, Reflectly, Daylio",Rarely,Always,0,Daily,8 hour sleep,9+,6+,Never,Sometimes,2-3x/week,Daily,Negative,"Lonely, Hopeful",Strongly agree,Disagree,Neutral,Disagree,Mood tracking,None
08/25/2025 16:29:00,Agree,India,Other,24,Female,"Calm, MindShift, Headspace, Wysa, Reflectly, Insight Timer",2-3x/week,Daily,6-10,Never,10 hours,9+,1,Weekly,Sometimes,2-3x/week,Rarely,Positive,"Grateful, Sadness",Strongly disagree,Disagree,Agree,Neutral,Progress tracking,None
08/24/2025 07:12:00,Agree,India,Freelancer,42,Prefer not to say,"Calm, Insight Timer, Youper, MindDoc, Moodpath, Wysa, Sanvello, Replika, Stoic",Never,Sometimes,0,Daily,8 hour sleep,1-2,4,2-3x/week,Rarely,Weekly,Daily,Neutral,"Joy, Grateful, Sadness",Strongly agree,Strongly disagree,Agree,Strongly agree,Voice input,None
08/22/2025 05:04:00,Agree,India,Teacher,29,Female,"Daylio, Headspace, Youper, Replika, Moodpath, MindShift",Daily,Sometimes,6-10,2-3x/week,10 hours,1-2,5,Never,Always,Never,Rarely,Negative,"Tired, Anger, Stressed, Peaceful, Overwhelmed",Strongly agree,Disagree,Neutral,Neutral,Integration with other apps,Data security
08/25/2025 03:30:00,Agree,India,Researcher,54,Non-binary,"Reflectly, Jour, MindShift, Stoic, None, Headspace, Sanvello, MindDoc",Never,Weekly,11-15,Weekly,8 hour sleep,7-8,2,Daily,Daily,Rarely,Weekly,Positive,"Sadness, Grateful, Anger",Strongly disagree,Disagree,Strongly disagree,Disagree,Journaling prompts,Stigma around mental health apps
08/23/2025 18:14:00,Agree,India,Teacher,35,Female,"Wysa, Sanvello",Daily,Daily,30+,Rarely,8 hour sleep,3-4,0,Never,Never,2-3x/week,Always,Positive,"Excited, Joy",Strongly disagree,Agree,Strongly disagree,Strongly agree,Better privacy controls,Technical issues
08/22/2025 02:44:00,Agree,India,Other,29,Non-binary,"Insight Timer, Wysa, MindDoc, Headspace, Calm, Jour",Weekly,2-3x/week,0,2-3x/week,4 hours,0,2,Weekly,Always,Rarely,Sometimes,Negative,"Frustrated, Anxiety",Strongly disagree,Disagree,Neutral,Agree,Offline functionality,Technical issues
08/26/2025 18:14:00,Agree,India,Working Professional,32,Female,"MindDoc, Headspace, Replika, Reflectly",Rarely,Rarely,0,Never,9 hours,3-4,4,Sometimes,Daily,Never,Rarely,Neutral,"Lonely, Frustrated, Peaceful, Calm, Joy",Strongly disagree,Disagree,Strongly agree,Disagree,Progress tracking,AI accuracy
08/23/2025 13:25:00,Agree,India,Teacher,42,Male,"MindDoc, Jour, Sanvello, Calm",Rarely,Never,21-30,Daily,8 hour sleep,7-8,0,Rarely,Daily,Never,Never,Neutral,"Joy, Tired, Anxiety",Disagree,Strongly disagree,Disagree,Strongly agree,Better AI responses,Addiction to apps
08/22/2025 02:01:00,Agree,India,Student,53,Prefer not to say,"Replika, Youper, Sanvello, Stoic, Daylio, MindShift, None, Moodpath, Wysa, Insight Timer, MindDoc, Headspace, Calm, Jour, Reflectly",2-3x/week,Never,30+,2-3x/week,8 hour sleep,7-8,1,2-3x/week,2-3x/week,Daily,Daily,Positive,"Hopeful, Lonely, Calm, Excited",Strongly agree,Strongly agree,Neutral,Neutral,Progress tracking,Cost
08/26/2025 14:10:00,Agree,India,Researcher,57,Prefer not to say,"Daylio, Reflectly, Youper, None, Moodpath, MindDoc",Weekly,Sometimes,21-30,Rarely,10+ hours,1-2,5,Sometimes,Rarely,Sometimes,Rarely,Neutral,"Excited, Lonely",Agree,Agree,Agree,Disagree,Integration with other apps,Privacy concerns
08/22/2025 08:27:00,Agree,India,Researcher,20,Prefer not to say,"Jour, Reflectly, Wysa, Replika, Headspace, Insight Timer",Rarely,Never,16-20,Rarely,10 hours,9+,2,2-3x/week,Sometimes,2-3x/week,2-3x/week,Negative,"Joy, Anxiety, Tired",Disagree,Disagree,Strongly disagree,Strongly disagree,Journaling prompts,None
08/21/2025 13:22:00,Agree,India,Working Professional,39,Non-binary,"Headspace, Daylio, Replika, Wysa, Calm, Sanvello, Insight Timer",Never,2-3x/week,0,Rarely,7 hours,5-6,2,Sometimes,Rarely,Always,Weekly,Negative,"Stressed, Tired",Strongly agree,Neutral,Agree,Disagree,Community support,Stigma around mental health apps
08/22/2025 16:47:00,Agree,India,Freelancer,47,Non-binary,"Reflectly, Calm, MindShift, Daylio, Sanvello, None, Headspace, Wysa, Stoic, Jour, Replika, MindDoc, Moodpath",Weekly,2-3x/week,11-15,Sometimes,8 hour sleep,9+,2,2-3x/week,Always,Always,Rarely,Positive,"Anxiety, Overwhelmed",Agree,Strongly disagree,Strongly disagree,Neutral,Professional support integration,Privacy concerns
08/23/2025 15:29:00,Agree,India,Other,42,Prefer not to say,"Jour, Youper, None",Sometimes,Never,21-30,Never,10+ hours,9+,0,2-3x/week,Sometimes,Always,Always,Negative,"Excited, Anxiety, Anger, Hopeful",Agree,Strongly disagree,Strongly disagree,Disagree,Better privacy controls,Lack of human connection
08/26/2025 19:53:00,Agree,India,Healthcare Worker,32,Prefer not to say,"None, Jour, Wysa, MindDoc, Sanvello, Stoic, Moodpath, Insight Timer, Replika, Reflectly, Youper, MindShift",Rarely,Never,16-20,2-3x/week,10 hours,3-4,0,2-3x/week,Weekly,Never,Always,Neutral,"Lonely, Calm, Stressed",Strongly disagree,Strongly agree,Agree,Strongly agree,Professional support integration,Cost
08/25/2025 23:31:00,Agree,India,Researcher,62,Prefer not to say,"Reflectly, MindShift, None, Sanvello",Never,Never,30+,Daily,4 hours,9+,2,Never,Always,Daily,Sometimes,Neutral,"Frustrated, Sadness",Agree,Strongly agree,Disagree,Strongly disagree,Better UI/UX,Other
08/24/2025 22:27:00,Agree,India,Student,21,Male,"Headspace, Insight Timer, Moodpath, Wysa",Never,Never,6-10,Never,9 hours,0,0,Never,Always,2-3x/week,Always,Negative,"Joy, Anxiety",Neutral,Agree,Agree,Agree,Better privacy controls,Lack of human connection
08/23/2025 22:04:00,Agree,India,Freelancer,33,Prefer not to say,"Sanvello, Daylio, Jour, Moodpath, Wysa, Calm, Replika",Always,Daily,6-10,2-3x/week,10 hours,9+,5,Sometimes,Daily,Never,2-3x/week,Neutral,"Anxiety, Excited, Joy, Calm, Tired",Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Journaling prompts,Stigma around mental health apps
08/25/2025 12:32:00,Agree,India,Student,61,Non-binary,"Jour, Reflectly, Youper",2-3x/week,Daily,0,2-3x/week,7 hours,9+,5,Never,Always,Daily,Daily,Neutral,"Stressed, Excited, Grateful",Strongly disagree,Strongly agree,Disagree,Strongly disagree,Professional support integration,Technical issues
08/22/2025 01:15:00,Agree,India,Other,41,Male,Daylio,Daily,Rarely,21-30,Rarely,4 hours,1-2,5,Always,Rarely,Daily,Sometimes,Neutral,"Anxiety, Peaceful",Disagree,Disagree,Strongly agree,Agree,Integration with other apps,Other
08/21/2025 08:42:00,Agree,India,Freelancer,43,Non-binary,"Stoic, Reflectly, Youper, Moodpath, Calm, Insight Timer, None",Daily,2-3x/week,30+,Never,10+ hours,3-4,3,Daily,Always,Daily,Rarely,Positive,"Tired, Frustrated, Excited",Strongly agree,Strongly disagree,Neutral,Agree,Progress tracking,Over-reliance on AI
08/25/2025 21:52:00,Agree,India,Healthcare Worker,28,Prefer not to say,"Wysa, Daylio, None",2-3x/week,Sometimes,11-15,Never,7 hours,9+,0,Weekly,Daily,Daily,Never,Neutral,"Frustrated, Calm, Joy",Agree,Disagree,Strongly agree,Strongly disagree,Community support,Technical issues
08/21/2025 17:38:00,Agree,India,Healthcare Worker,61,Prefer not to say,"Wysa, Replika, Stoic, Insight Timer, Daylio, MindShift, MindDoc",Rarely,Sometimes,21-30,2-3x/week,5 hours,7-8,2,2-3x/week,Weekly,Daily,Daily,Positive,"Peaceful, Stressed",Strongly disagree,Disagree,Neutral,Disagree,Community support,AI accuracy
08/25/2025 10:22:00,Agree,India,Healthcare Worker,49,Male,"Wysa, Jour, Stoic, Daylio, Insight Timer, Moodpath, Replika, MindShift",Weekly,Never,1-5,Sometimes,9 hours,3-4,2,Weekly,Sometimes,Sometimes,Daily,Neutral,"Calm, Grateful, Stressed, Tired",Strongly disagree,Agree,Strongly agree,Strongly disagree,Voice input,Data security
08/24/2025 19:22:00,Agree,India,Other,31,Prefer not to say,"Replika, MindDoc, Moodpath, Wysa, Daylio, Reflectly, Calm, Sanvello",Never,Never,1-5,Always,4 hours,1-2,6+,Daily,Daily,2-3x/week,Weekly,Positive,"Sadness, Stressed, Anger, Lonely, Excited",Strongly disagree,Strongly disagree,Agree,Disagree,Better UI/UX,Cost
08/23/2025 17:19:00,Agree,India,Freelancer,46,Prefer not to say,"Sanvello, Headspace, Stoic, None",Rarely,Weekly,30+,Sometimes,10+ hours,1-2,5,Rarely,Never,Daily,Sometimes,Positive,"Peaceful, Overwhelmed, Hopeful",Disagree,Strongly agree,Neutral,Strongly disagree,Progress tracking,Other
08/25/2025 17:22:00,Agree,India,Freelancer,18,Female,"Replika, Insight Timer, Daylio, Jour, Youper, MindShift, Calm, Moodpath",Rarely,Rarely,16-20,Daily,5 hours,7-8,5,2-3x/week,Daily,Sometimes,Always,Negative,"Grateful, Hopeful, Anxiety",Disagree,Disagree,Strongly disagree,Neutral,Mood tracking,Technical issues
08/22/2025 10:45:00,Agree,India,Student,63,Prefer not to say,"Replika, Insight Timer",Daily,Always,21-30,Rarely,6 hours,1-2,1,Always,Rarely,2-3x/week,Weekly,Positive,"Hopeful, Stressed, Calm",Neutral,Strongly agree,Disagree,Neutral,Journaling prompts,None
08/23/2025 10:04:00,Agree,India,Other,52,Prefer not to say,Stoic,2-3x/week,Never,1-5,Daily,6 hours,5-6,2,Never,Daily,Rarely,Sometimes,Neutral,"Tired, Anger",Strongly disagree,Neutral,Neutral,Strongly disagree,Journaling prompts,Over-reliance on AI
08/24/2025 03:29:00,Agree,India,Healthcare Worker,27,Female,"Moodpath, Calm, MindDoc, MindShift, Insight Timer, Sanvello, Youper, Replika, Reflectly, Wysa, Stoic, Daylio",Daily,Rarely,21-30,Always,10 hours,1-2,1,Always,Weekly,Daily,Always,Positive,"Anger, Excited",Strongly disagree,Disagree,Disagree,Agree,Journaling prompts,Lack of human connection
08/24/2025 08:35:00,Agree,India,Freelancer,45,Male,"Headspace, MindShift, Stoic, Calm, Youper, Daylio, MindDoc, Moodpath",Daily,Weekly,0,Rarely,8 hour sleep,0,5,Never,Weekly,Always,2-3x/week,Negative,"Peaceful, Hopeful, Sadness, Anger",Disagree,Strongly disagree,Agree,Strongly disagree,Better UI/UX,Other
08/24/2025 17:19:00,Agree,India,Healthcare Worker,22,Prefer not to say,"Wysa, Sanvello, Insight Timer, Jour, Calm, Replika, Headspace, None, Daylio, Moodpath, MindDoc, MindShift, Youper",Rarely,Never,1-5,Weekly,8 hour sleep,1-2,6+,Never,Never,Sometimes,Daily,Positive,"Lonely, Joy, Grateful, Stressed, Anger",Neutral,Neutral,Disagree,Agree,More personalization,AI accuracy
08/26/2025 10:54:00,Agree,India,Student,18,Male,"Youper, Sanvello, Daylio, Stoic, Jour, None, MindDoc, Headspace, Moodpath, Wysa",Rarely,2-3x/week,6-10,Weekly,6 hours,1-2,6+,Never,2-3x/week,Always,Sometimes,Positive,"Stressed, Lonely, Calm",Agree,Agree,Disagree,Strongly disagree,Integration with other apps,Cost
08/24/2025 14:23:00,Agree,India,Healthcare Worker,25,Male,"MindShift, Stoic, Reflectly, Moodpath, Jour, None, Headspace, Youper, Wysa, Insight Timer, Sanvello, Daylio, Replika, Calm, MindDoc",Rarely,Daily,21-30,Always,7 hours,5-6,1,Never,2-3x/week,Weekly,Daily,Negative,"Lonely, Hopeful, Anger, Tired, Stressed",Strongly disagree,Strongly agree,Agree,Disagree,Better privacy controls,Other
08/23/2025 05:02:00,Agree,India,Freelancer,46,Male,"None, Headspace, MindDoc, Insight Timer, Reflectly, Calm, Youper, Sanvello, Daylio",Daily,Always,11-15,2-3x/week,8 hour sleep,0,1,Never,Daily,Weekly,Daily,Neutral,"Calm, Anger, Anxiety",Strongly disagree,Neutral,Neutral,Neutral,Progress tracking,Data security
08/22/2025 03:08:00,Agree,India,Working Professional,48,Non-binary,"Headspace, None, Youper, MindShift, Wysa, Calm, Replika",Daily,Rarely,6-10,Never,10 hours,7-8,3,Sometimes,Weekly,Weekly,Sometimes,Neutral,"Sadness, Anxiety, Excited, Peaceful",Agree,Agree,Neutral,Strongly agree,Professional support integration,None
08/22/2025 14:17:00,Agree,India,Teacher,44,Female,"MindDoc, MindShift, Daylio, Stoic, Jour, Reflectly, Insight Timer, Wysa, Replika, Sanvello, None, Calm, Moodpath, Youper, Headspace",2-3x/week,2-3x/week,0,Never,7 hours,7-8,0,Rarely,Weekly,Always,Weekly,Positive,"Grateful, Tired, Excited, Hopeful",Strongly agree,Strongly agree,Disagree,Disagree,Journaling prompts,Privacy concerns
08/26/2025 11:04:00,Agree,India,Healthcare Worker,39,Non-binary,"Insight Timer, MindShift, Moodpath, Sanvello, Calm, Wysa, Youper",2-3x/week,Rarely,30+,Weekly,6 hours,5-6,1,Daily,2-3x/week,2-3x/week,Sometimes,Negative,"Calm, Tired, Lonely, Hopeful",Strongly disagree,Agree,Disagree,Disagree,Professional support integration,Lack of human connection
08/21/2025 19:09:00,Agree,India,Working Professional,25,Female,"Moodpath, Youper, MindDoc, Headspace, Jour, Replika, MindShift",Daily,2-3x/week,0,Weekly,6 hours,3-4,0,Sometimes,Always,Rarely,2-3x/week,Positive,"Frustrated, Lonely",Strongly agree,Agree,Strongly disagree,Strongly disagree,Voice input,Stigma around mental health apps
08/24/2025 11:36:00,Agree,India,Healthcare Worker,52,Non-binary,"Daylio, MindShift, Stoic, Jour, Wysa, Headspace, Moodpath, Sanvello, MindDoc, Reflectly, Youper",2-3x/week,Daily,1-5,Daily,8 hour sleep,3-4,0,Rarely,Weekly,Never,Weekly,Neutral,"Lonely, Tired",Neutral,Strongly agree,Neutral,Strongly agree,More personalization,Technical issues
08/21/2025 04:29:00,Agree,India,Freelancer,30,Prefer not to say,"Wysa, Jour, Insight Timer, None, Sanvello, MindShift, Calm, Headspace, Daylio, MindDoc, Youper, Reflectly, Stoic, Replika, Moodpath",Sometimes,2-3x/week,11-15,Sometimes,4 hours,3-4,3,Never,Sometimes,Weekly,Sometimes,Positive,"Anxiety, Excited, Tired, Frustrated, Lonely",Strongly agree,Strongly agree,Neutral,Neutral,Offline functionality,AI accuracy
08/23/2025 23:24:00,Agree,India,Student,59,Prefer not to say,Sanvello,Sometimes,Always,6-10,Weekly,5 hours,5-6,3,Always,Daily,Never,Never,Negative,"Overwhelmed, Hopeful, Anxiety, Peaceful, Excited",Agree,Strongly disagree,Agree,Strongly disagree,Community support,Lack of human connection
08/26/2025 22:29:00,Agree,India,Researcher,25,Non-binary,"Reflectly, Stoic, Wysa, Calm, MindDoc, Jour, Youper, Sanvello, MindShift",Never,Sometimes,30+,Never,10 hours,5-6,2,Never,Rarely,Always,Weekly,Negative,"Joy, Grateful, Overwhelmed, Excited",Disagree,Agree,Disagree,Neutral,Offline functionality,Technical issues
08/23/2025 22:43:00,Agree,India,Researcher,27,Male,"None, Youper, Moodpath",Daily,2-3x/week,21-30,Always,7 hours,9+,4,Sometimes,2-3x/week,Never,Never,Neutral,"Lonely, Peaceful",Neutral,Strongly agree,Agree,Strongly disagree,Better privacy controls,Cost
08/21/2025 05:06:00,Agree,India,Healthcare Worker,63,Female,"MindDoc, Sanvello, Daylio, Reflectly, Moodpath, Calm, Headspace, MindShift, Jour, Wysa, Stoic, None, Insight Timer, Youper",Weekly,2-3x/week,11-15,Sometimes,5 hours,3-4,6+,Always,Never,Daily,Daily,Negative,"Hopeful, Anger, Stressed, Lonely, Peaceful",Neutral,Neutral,Strongly disagree,Strongly agree,Better UI/UX,AI accuracy
