Timestamp,I am 18+ and I consent to anonymous data collection for academic purposes only.,Country/Region,Primary role,Age (years),Gender (optional),Which wellness/mental health apps have you used in the last 6 months? (select all that apply),How often do you journal?,How often do you chat with an AI companion for support?,Typical journaling session length (minutes),How often do you journal late at night (after 11pm)?,Average sleep hours per night (past 2 weeks),Average number of meetings/classes per day (past 2 weeks),How many deadlines/exams in the next 7 days?,"In the last 2 weeks, how often did you feel overwhelmed?","In the last 2 weeks, how often did you feel things were going your way? (reverse-scored)","In the last 2 weeks, how often did you feel confident about handling personal problems? (reverse-scored)","In the last 2 weeks, how often did you feel difficulties were piling up too high?",Overall mood today,Which emotions did you often experience in the last week? (select all that apply),I am concerned about privacy of my journals.,I prefer on-device processing even if features are limited.,I am okay with personalized nudges if they help my wellbeing.,I am willing to share anonymized analytics for research.,What would you want from a wellbeing companion? (open text),Any concerns about such apps? (open text)
08/25/2025 14:17:00,Agree,India,Teacher,24,Female,"Headspace, Daylio, Insight Timer, Sanvello, Jour, Youper, Wysa, MindDoc, Calm, Reflectly, None, MindShift",Rarely,Daily,30+,2-3x/week,4 hours,9+,4,Always,Never,Daily,Rarely,Positive,"Tired, Anger, Joy, Lonely, Grateful",Neutral,Strongly disagree,Neutral,Disagree,Better privacy controls,Over-reliance on AI
08/26/2025 04:25:00,Agree,India,Healthcare Worker,40,Female,"MindDoc, Calm, Insight Timer",Never,Always,30+,Never,8 hour sleep,5-6,3,Daily,Daily,Never,2-3x/week,Positive,"Hopeful, Peaceful",Strongly agree,Agree,Disagree,Agree,Voice input,Addiction to apps
08/21/2025 19:08:00,Agree,India,Working Professional,19,Non-binary,"Reflectly, Stoic, Daylio, Replika",Always,Always,21-30,2-3x/week,9 hours,1-2,3,Rarely,Weekly,2-3x/week,Rarely,Neutral,"Stressed, Joy",Neutral,Neutral,Disagree,Neutral,Better AI responses,Lack of human connection
08/21/2025 01:35:00,Agree,India,Researcher,53,Female,"Jour, MindDoc, Youper, MindShift, Reflectly",2-3x/week,Always,16-20,Rarely,6 hours,7-8,1,Rarely,Weekly,Weekly,2-3x/week,Positive,"Hopeful, Excited",Strongly disagree,Neutral,Strongly agree,Agree,Voice input,Stigma around mental health apps
08/21/2025 20:14:00,Agree,India,Healthcare Worker,42,Non-binary,"Daylio, Reflectly, MindDoc, Wysa, Jour, Youper, Moodpath, MindShift, Insight Timer, Headspace, Stoic, None",Never,Weekly,11-15,Sometimes,9 hours,1-2,0,Never,Never,Daily,Rarely,Negative,"Stressed, Grateful, Hopeful",Neutral,Neutral,Agree,Disagree,Offline functionality,Data security
08/22/2025 06:06:00,Agree,India,Teacher,35,Prefer not to say,"Insight Timer, MindDoc, Jour",2-3x/week,Never,16-20,Always,10+ hours,0,6+,Weekly,Rarely,Sometimes,Weekly,Neutral,"Frustrated, Grateful",Strongly disagree,Neutral,Agree,Strongly agree,Progress tracking,Cost
08/25/2025 12:19:00,Agree,India,Teacher,35,Prefer not to say,Reflectly,Rarely,Never,11-15,Daily,6 hours,0,6+,Always,Sometimes,Rarely,Rarely,Positive,"Stressed, Excited, Anger",Strongly agree,Strongly agree,Strongly disagree,Neutral,Integration with other apps,Cost
08/21/2025 17:55:00,Agree,India,Researcher,35,Male,Daylio,Always,Rarely,30+,Never,7 hours,0,2,Always,Sometimes,2-3x/week,Daily,Negative,"Peaceful, Sadness",Strongly agree,Agree,Neutral,Disagree,Progress tracking,Over-reliance on AI
08/24/2025 00:01:00,Agree,India,Other,57,Non-binary,"Calm, None, Sanvello, Replika, Youper, MindDoc",Sometimes,Rarely,6-10,Weekly,5 hours,7-8,4,Always,Sometimes,Always,2-3x/week,Neutral,"Grateful, Anger, Anxiety",Neutral,Disagree,Strongly disagree,Neutral,Journaling prompts,Over-reliance on AI
08/22/2025 18:10:00,Agree,India,Healthcare Worker,49,Non-binary,"Reflectly, Moodpath, Jour, Daylio, MindDoc",Weekly,Rarely,1-5,Never,9 hours,7-8,5,Never,Never,2-3x/week,Always,Negative,"Joy, Overwhelmed, Lonely",Agree,Strongly disagree,Neutral,Agree,Mood tracking,Other
08/22/2025 10:46:00,Agree,India,Healthcare Worker,30,Female,"Sanvello, Replika, Youper, Insight Timer, Calm, Jour",Always,Rarely,6-10,Sometimes,4 hours,7-8,6+,2-3x/week,Never,Always,Weekly,Positive,"Calm, Hopeful, Lonely",Agree,Strongly agree,Strongly agree,Strongly agree,Better UI/UX,None
08/25/2025 15:51:00,Agree,India,Other,24,Prefer not to say,"Moodpath, Reflectly, Insight Timer, Sanvello, Youper, Daylio, None, MindDoc, MindShift",Never,Sometimes,21-30,Weekly,10 hours,7-8,3,Always,Rarely,2-3x/week,Sometimes,Positive,"Calm, Lonely, Joy, Excited, Sadness",Strongly agree,Disagree,Strongly agree,Disagree,Community support,Lack of human connection
08/22/2025 02:51:00,Agree,India,Working Professional,48,Prefer not to say,"Stoic, Sanvello, Jour, Daylio, Wysa, MindDoc, None, Headspace, Calm, MindShift, Reflectly, Moodpath",Rarely,Never,21-30,Never,4 hours,3-4,0,Sometimes,Weekly,Always,Rarely,Positive,"Anxiety, Frustrated",Disagree,Strongly agree,Disagree,Strongly disagree,Better UI/UX,Cost
08/24/2025 04:21:00,Agree,India,Student,24,Male,"Moodpath, Youper, Headspace, Sanvello, Reflectly, Jour",Never,Weekly,21-30,Never,5 hours,5-6,0,Never,Always,Daily,Daily,Positive,"Excited, Stressed, Calm, Joy, Tired",Agree,Strongly disagree,Strongly agree,Strongly agree,Community support,Privacy concerns
08/22/2025 06:04:00,Agree,India,Working Professional,62,Male,"Headspace, Calm, MindShift, Wysa, None, Reflectly, Sanvello, Replika, Jour",Weekly,Never,21-30,Sometimes,7 hours,0,4,Never,Daily,Never,2-3x/week,Negative,"Calm, Anxiety",Strongly disagree,Neutral,Disagree,Agree,Mood tracking,None
08/22/2025 19:21:00,Agree,India,Researcher,31,Male,"Reflectly, Youper, Calm, Wysa",Daily,Sometimes,11-15,Sometimes,9 hours,0,3,Sometimes,Daily,Never,Daily,Positive,"Anxiety, Lonely, Peaceful, Calm",Neutral,Agree,Strongly disagree,Disagree,Better UI/UX,Technical issues
08/23/2025 09:48:00,Agree,India,Freelancer,18,Prefer not to say,"Reflectly, Youper, Wysa, Moodpath, Daylio, Stoic, Jour, Insight Timer, Headspace, MindShift, Calm, Replika",Rarely,Weekly,16-20,Rarely,5 hours,1-2,6+,Daily,Never,Rarely,Never,Neutral,"Grateful, Overwhelmed",Disagree,Strongly disagree,Neutral,Strongly agree,Better UI/UX,Addiction to apps
08/24/2025 22:04:00,Agree,India,Researcher,30,Non-binary,"Moodpath, Calm, Headspace, MindShift, Stoic, MindDoc, Sanvello, Insight Timer, None, Jour, Replika",2-3x/week,2-3x/week,11-15,Sometimes,10 hours,0,2,Never,Weekly,Rarely,Rarely,Negative,"Overwhelmed, Grateful, Tired",Disagree,Disagree,Disagree,Disagree,Better UI/UX,Cost
08/25/2025 11:46:00,Agree,India,Working Professional,28,Non-binary,"Replika, MindShift, Stoic, Youper, Headspace, Wysa, Daylio, Insight Timer, Moodpath, Calm, None",Always,Rarely,30+,Daily,8 hour sleep,7-8,1,Always,Rarely,Always,Never,Negative,"Anxiety, Overwhelmed, Sadness, Frustrated",Strongly disagree,Disagree,Agree,Agree,More personalization,Over-reliance on AI
08/25/2025 09:38:00,Agree,India,Student,24,Non-binary,"None, Sanvello, MindShift, Moodpath, Wysa, Daylio, Replika, MindDoc, Insight Timer, Reflectly, Headspace",Never,Never,1-5,Rarely,9 hours,3-4,5,Rarely,Never,Never,Rarely,Negative,"Hopeful, Lonely",Neutral,Disagree,Agree,Neutral,Professional support integration,None
08/25/2025 01:09:00,Agree,India,Teacher,58,Non-binary,"Stoic, Youper, Moodpath, Insight Timer, Jour, Headspace",Weekly,Sometimes,30+,Daily,5 hours,0,5,Sometimes,Always,Never,Never,Neutral,"Joy, Anger, Frustrated",Agree,Strongly agree,Disagree,Strongly disagree,Better privacy controls,Privacy concerns
08/25/2025 09:03:00,Agree,India,Healthcare Worker,60,Non-binary,"MindShift, Daylio, Headspace, Insight Timer, None, Wysa, Youper, Jour, Stoic, Calm",Never,Weekly,0,Daily,4 hours,5-6,3,Weekly,2-3x/week,Weekly,Weekly,Negative,"Anxiety, Overwhelmed, Anger, Grateful, Excited",Neutral,Strongly disagree,Neutral,Agree,Better AI responses,Lack of human connection
08/22/2025 18:42:00,Agree,India,Researcher,28,Non-binary,"Wysa, Daylio, MindDoc, Sanvello",Daily,Never,1-5,Daily,6 hours,1-2,0,2-3x/week,Always,Always,Sometimes,Positive,"Lonely, Peaceful, Joy, Frustrated, Calm",Disagree,Strongly disagree,Neutral,Agree,Community support,Data security
08/26/2025 15:40:00,Agree,India,Other,43,Prefer not to say,"Calm, Replika, MindDoc, None, Daylio, Insight Timer, Youper, Sanvello, Reflectly",Rarely,Weekly,30+,2-3x/week,6 hours,5-6,3,Weekly,Weekly,Daily,Never,Negative,"Frustrated, Tired, Sadness, Anxiety, Lonely",Strongly agree,Agree,Strongly disagree,Strongly disagree,Mood tracking,Technical issues
08/26/2025 00:42:00,Agree,India,Teacher,18,Prefer not to say,"Wysa, Sanvello, Daylio, Stoic",Sometimes,Daily,6-10,Weekly,8 hour sleep,1-2,5,2-3x/week,2-3x/week,Weekly,Never,Neutral,"Calm, Joy, Peaceful, Anger, Sadness",Neutral,Strongly disagree,Neutral,Strongly agree,Better AI responses,Cost
08/26/2025 15:06:00,Agree,India,Teacher,55,Prefer not to say,"Jour, Replika, Daylio, Stoic, Youper, Moodpath, MindShift, Sanvello, Calm, None, Wysa, Insight Timer",Always,Never,1-5,Always,6 hours,9+,4,2-3x/week,2-3x/week,Never,Sometimes,Positive,"Joy, Frustrated",Strongly agree,Agree,Strongly agree,Neutral,More personalization,Privacy concerns
08/24/2025 16:19:00,Agree,India,Student,26,Male,Stoic,Never,Weekly,11-15,2-3x/week,5 hours,7-8,3,Rarely,Always,Never,Sometimes,Negative,"Joy, Anxiety",Strongly disagree,Agree,Agree,Strongly disagree,Offline functionality,Technical issues
08/21/2025 13:56:00,Agree,India,Healthcare Worker,48,Male,"Youper, Daylio, None, Jour, Headspace, MindShift, Replika, Insight Timer, Stoic, Moodpath",Daily,Daily,30+,Always,4 hours,3-4,6+,2-3x/week,2-3x/week,Always,Weekly,Negative,"Calm, Stressed",Agree,Strongly agree,Strongly disagree,Neutral,More personalization,Addiction to apps
08/22/2025 13:18:00,Agree,India,Student,35,Non-binary,"Insight Timer, Youper, Replika, Sanvello, Reflectly, MindShift, None, Daylio, Headspace, Jour, Stoic, Moodpath, Wysa, Calm",Daily,Daily,6-10,2-3x/week,4 hours,9+,5,2-3x/week,2-3x/week,Sometimes,2-3x/week,Neutral,"Sadness, Anxiety, Lonely, Anger",Neutral,Disagree,Neutral,Neutral,Mood tracking,Other
08/21/2025 23:17:00,Agree,India,Healthcare Worker,48,Non-binary,Youper,Sometimes,2-3x/week,21-30,Rarely,7 hours,5-6,6+,2-3x/week,Always,Daily,Weekly,Neutral,"Frustrated, Stressed",Strongly agree,Neutral,Neutral,Strongly disagree,Professional support integration,Addiction to apps
08/25/2025 20:50:00,Agree,India,Researcher,47,Non-binary,"Wysa, Insight Timer, Stoic, Sanvello, Headspace, Jour, Youper, Daylio, MindDoc, Replika, Calm, Reflectly, Moodpath, MindShift",Weekly,Daily,16-20,Never,8 hour sleep,1-2,0,Never,Weekly,2-3x/week,Always,Negative,"Frustrated, Peaceful",Neutral,Strongly agree,Neutral,Agree,Community support,Cost
08/24/2025 06:56:00,Agree,India,Student,23,Non-binary,"Stoic, Headspace, Moodpath, Jour, Reflectly, Sanvello, Wysa, MindDoc, None, MindShift, Youper, Replika, Calm, Insight Timer, Daylio",Sometimes,Daily,30+,Always,5 hours,9+,2,Weekly,Rarely,Never,Daily,Negative,"Frustrated, Excited, Anxiety, Lonely",Neutral,Strongly agree,Neutral,Agree,Mood tracking,Other
08/25/2025 18:40:00,Agree,India,Student,23,Non-binary,"Calm, Replika, Youper, Headspace, Stoic, None",Rarely,2-3x/week,0,Always,10+ hours,1-2,6+,2-3x/week,Sometimes,Always,Never,Negative,"Excited, Hopeful",Agree,Neutral,Strongly agree,Strongly disagree,Professional support integration,None
08/21/2025 03:30:00,Agree,India,Teacher,37,Female,"MindDoc, Headspace, Stoic, Replika, Moodpath, MindShift, Sanvello, Wysa, Insight Timer, Youper",Always,Daily,21-30,Never,7 hours,0,4,Sometimes,2-3x/week,Rarely,Weekly,Neutral,"Frustrated, Joy, Tired, Lonely",Agree,Neutral,Neutral,Strongly disagree,Better UI/UX,Technical issues
08/24/2025 02:09:00,Agree,India,Teacher,49,Male,"Wysa, Youper, Insight Timer, Stoic, Replika, MindDoc, Calm",Sometimes,Always,0,Always,10 hours,3-4,5,Never,Always,Always,Sometimes,Positive,"Sadness, Peaceful",Strongly agree,Strongly disagree,Disagree,Strongly agree,Professional support integration,Privacy concerns
08/24/2025 18:10:00,Agree,India,Freelancer,35,Non-binary,"Reflectly, Replika, Youper, None, Sanvello, Calm, MindDoc, Stoic, Daylio, Headspace, Moodpath, Wysa, MindShift",Daily,2-3x/week,21-30,Always,9 hours,1-2,5,Sometimes,Always,Rarely,Weekly,Neutral,"Overwhelmed, Stressed",Strongly disagree,Strongly agree,Disagree,Neutral,Better privacy controls,Cost
08/21/2025 21:05:00,Agree,India,Freelancer,33,Female,"MindDoc, Stoic, Youper, Jour, Calm, Headspace, MindShift, Sanvello",Daily,Weekly,16-20,Weekly,9 hours,7-8,6+,Daily,Sometimes,Sometimes,Never,Neutral,"Calm, Joy, Tired, Anger, Excited",Disagree,Agree,Strongly disagree,Strongly disagree,Voice input,AI accuracy
08/25/2025 07:53:00,Agree,India,Other,38,Female,"Headspace, None, Insight Timer, MindDoc, Sanvello, MindShift, Wysa, Daylio",Always,Rarely,6-10,Sometimes,7 hours,5-6,4,Rarely,2-3x/week,Rarely,Never,Negative,"Overwhelmed, Joy, Anxiety, Tired",Neutral,Neutral,Agree,Agree,More personalization,Over-reliance on AI
08/24/2025 03:05:00,Agree,India,Freelancer,42,Male,"Youper, Reflectly, Wysa",Never,2-3x/week,1-5,Sometimes,10+ hours,7-8,6+,Daily,Always,2-3x/week,Rarely,Positive,"Peaceful, Joy, Calm, Lonely",Strongly disagree,Neutral,Strongly agree,Strongly agree,Offline functionality,Technical issues
08/22/2025 23:10:00,Agree,India,Freelancer,59,Non-binary,Stoic,Always,Never,6-10,Rarely,7 hours,5-6,1,Always,Never,Always,Rarely,Negative,"Stressed, Frustrated, Anger",Disagree,Strongly disagree,Strongly disagree,Agree,Professional support integration,AI accuracy
08/26/2025 23:22:00,Agree,India,Working Professional,40,Male,"Reflectly, MindShift, Youper, MindDoc, Headspace, Moodpath, Stoic, Insight Timer, Daylio, Wysa, Jour, None, Calm, Sanvello",Never,Always,6-10,2-3x/week,8 hour sleep,3-4,1,Daily,Sometimes,Weekly,Always,Positive,"Stressed, Overwhelmed, Joy, Calm",Disagree,Agree,Neutral,Strongly agree,Better UI/UX,None
08/25/2025 02:35:00,Agree,India,Healthcare Worker,49,Male,Wysa,Sometimes,Sometimes,21-30,Rarely,5 hours,5-6,2,2-3x/week,Always,Always,Daily,Positive,"Overwhelmed, Hopeful, Grateful, Frustrated, Lonely",Strongly disagree,Disagree,Agree,Strongly agree,Journaling prompts,Privacy concerns
08/23/2025 23:02:00,Agree,India,Healthcare Worker,41,Female,"Reflectly, Stoic, Calm, Wysa, MindDoc, Daylio, Replika, Youper, Headspace, MindShift",Weekly,2-3x/week,16-20,Never,4 hours,3-4,6+,Weekly,Sometimes,2-3x/week,2-3x/week,Positive,"Excited, Overwhelmed",Disagree,Neutral,Strongly disagree,Agree,Progress tracking,Addiction to apps
08/22/2025 09:39:00,Agree,India,Student,36,Male,"Daylio, None, Moodpath, MindDoc, Wysa, Reflectly, Headspace, Stoic, Youper, Sanvello",Weekly,Never,11-15,Always,10+ hours,1-2,2,Always,Rarely,Always,Always,Neutral,"Sadness, Excited, Grateful, Calm",Strongly agree,Strongly agree,Strongly agree,Strongly agree,Integration with other apps,Privacy concerns
08/21/2025 14:26:00,Agree,India,Teacher,24,Female,"Insight Timer, Jour, Sanvello, Headspace, Moodpath, Replika, MindShift, Wysa, Daylio, None, MindDoc, Calm, Youper",Weekly,Weekly,16-20,Rarely,9 hours,5-6,6+,Never,Always,Daily,Always,Positive,"Peaceful, Joy, Grateful, Overwhelmed",Disagree,Agree,Agree,Neutral,Voice input,Technical issues
08/23/2025 10:20:00,Agree,India,Researcher,33,Female,"Replika, Headspace, Jour, Calm, MindDoc, Youper, Wysa, Sanvello, MindShift, Moodpath, None, Reflectly, Stoic",Rarely,2-3x/week,1-5,Sometimes,4 hours,5-6,2,Always,Never,Sometimes,Always,Neutral,"Grateful, Joy, Overwhelmed, Anxiety",Strongly disagree,Neutral,Neutral,Agree,More personalization,AI accuracy
08/23/2025 08:18:00,Agree,India,Researcher,51,Female,"None, Wysa, MindShift, Insight Timer",Daily,Never,6-10,Always,4 hours,1-2,1,Always,Daily,Daily,Weekly,Neutral,"Anger, Frustrated, Excited, Stressed, Hopeful",Agree,Disagree,Strongly agree,Disagree,Better privacy controls,Lack of human connection
08/22/2025 14:27:00,Agree,India,Freelancer,21,Female,"Reflectly, MindShift, Sanvello, Headspace, Replika, Wysa",Never,Sometimes,1-5,2-3x/week,4 hours,5-6,0,Weekly,Rarely,2-3x/week,Never,Neutral,"Anxiety, Grateful, Hopeful",Agree,Strongly agree,Disagree,Agree,Offline functionality,Addiction to apps
08/22/2025 12:23:00,Agree,India,Working Professional,21,Non-binary,"Wysa, Stoic, Insight Timer, Daylio, Jour, Headspace, Reflectly, Youper, Calm, MindShift, None, Sanvello, Moodpath",Daily,Sometimes,6-10,Never,4 hours,5-6,2,Daily,Never,Rarely,2-3x/week,Neutral,"Excited, Peaceful, Joy, Stressed, Overwhelmed",Strongly agree,Disagree,Disagree,Neutral,Better AI responses,Privacy concerns
08/22/2025 15:02:00,Agree,India,Working Professional,36,Non-binary,"MindShift, Jour, Youper",Daily,Rarely,11-15,Never,7 hours,1-2,3,Never,Sometimes,Sometimes,Rarely,Neutral,"Anger, Grateful, Calm, Anxiety",Disagree,Agree,Disagree,Neutral,More personalization,Other
08/23/2025 18:55:00,Agree,India,Healthcare Worker,57,Non-binary,"Insight Timer, Youper, Stoic, Reflectly, Calm, Daylio, Moodpath, Headspace, Jour, Wysa, Replika",Daily,Never,1-5,Always,8 hour sleep,1-2,5,Daily,Always,Always,Daily,Negative,"Frustrated, Anxiety, Anger, Grateful, Overwhelmed",Disagree,Disagree,Strongly agree,Disagree,Voice input,Technical issues
08/24/2025 14:37:00,Agree,India,Researcher,53,Non-binary,"Reflectly, Headspace, Calm, Wysa, None, Stoic, Sanvello, Moodpath",Daily,2-3x/week,6-10,Sometimes,10 hours,9+,1,Sometimes,Rarely,Weekly,Weekly,Positive,"Sadness, Calm, Hopeful, Grateful, Anxiety",Strongly disagree,Agree,Strongly agree,Disagree,Professional support integration,Lack of human connection
08/24/2025 09:14:00,Agree,India,Student,38,Male,"Daylio, Calm, Headspace, Sanvello, Reflectly, MindShift, Moodpath, None, Wysa, Jour",2-3x/week,2-3x/week,1-5,2-3x/week,10+ hours,7-8,0,Sometimes,Sometimes,2-3x/week,Always,Negative,"Stressed, Calm, Lonely",Strongly disagree,Disagree,Strongly disagree,Strongly agree,Journaling prompts,Lack of human connection
08/23/2025 17:21:00,Agree,India,Healthcare Worker,29,Female,"Wysa, Replika, None",Sometimes,2-3x/week,0,2-3x/week,10+ hours,5-6,4,Daily,Weekly,Sometimes,Daily,Negative,"Grateful, Sadness, Joy, Peaceful",Strongly agree,Neutral,Strongly agree,Strongly agree,Integration with other apps,Data security
08/25/2025 20:47:00,Agree,India,Working Professional,25,Female,"Headspace, Insight Timer, Jour, MindDoc",Weekly,Rarely,16-20,Sometimes,10+ hours,0,5,Daily,Never,Rarely,Daily,Positive,"Grateful, Peaceful, Excited",Strongly agree,Neutral,Disagree,Strongly disagree,Voice input,Lack of human connection
08/23/2025 07:41:00,Agree,India,Working Professional,57,Male,"Daylio, MindShift, MindDoc",Weekly,Always,11-15,Always,4 hours,3-4,4,Daily,Always,Weekly,Weekly,Neutral,"Calm, Stressed, Peaceful",Neutral,Strongly agree,Neutral,Agree,More personalization,Lack of human connection
08/21/2025 04:56:00,Agree,India,Working Professional,49,Non-binary,"Replika, MindShift, Jour, Stoic, Moodpath, Calm, Youper, Daylio, Reflectly, Sanvello, Headspace, Insight Timer, None, Wysa",2-3x/week,Sometimes,21-30,Sometimes,6 hours,1-2,4,Rarely,Rarely,Sometimes,Always,Positive,"Excited, Stressed, Sadness, Anxiety",Agree,Strongly disagree,Agree,Disagree,Voice input,Lack of human connection
08/23/2025 00:28:00,Agree,India,Student,32,Non-binary,"Insight Timer, Calm, Youper, None, Jour, Reflectly, MindDoc",Rarely,2-3x/week,1-5,Always,8 hour sleep,9+,4,Sometimes,Always,Always,Never,Negative,"Lonely, Stressed, Overwhelmed, Calm, Anger",Disagree,Neutral,Disagree,Strongly agree,Voice input,Stigma around mental health apps
08/22/2025 09:45:00,Agree,India,Student,59,Prefer not to say,"Calm, Daylio, MindDoc, Moodpath, Headspace, MindShift, Insight Timer, Reflectly, Jour, None, Youper, Replika, Stoic, Sanvello, Wysa",Daily,Always,21-30,Never,4 hours,5-6,3,Weekly,Never,Daily,2-3x/week,Negative,"Grateful, Peaceful, Hopeful, Lonely, Sadness",Strongly agree,Disagree,Neutral,Agree,Integration with other apps,Stigma around mental health apps
08/21/2025 23:11:00,Agree,India,Freelancer,28,Female,"MindShift, MindDoc, Stoic, Replika, None, Jour, Wysa, Headspace, Insight Timer, Sanvello",Weekly,Always,11-15,Weekly,8 hour sleep,7-8,3,Never,Always,Always,Rarely,Positive,"Calm, Lonely, Anxiety",Strongly agree,Neutral,Neutral,Neutral,Professional support integration,Lack of human connection
08/25/2025 15:55:00,Agree,India,Other,28,Female,"Jour, Youper, Daylio, Stoic, Insight Timer, Reflectly, Sanvello, Headspace, Wysa, Calm, Replika, MindShift, MindDoc, Moodpath, None",Rarely,Always,21-30,Rarely,4 hours,5-6,4,Weekly,2-3x/week,Sometimes,Rarely,Negative,"Joy, Calm, Lonely, Frustrated",Neutral,Disagree,Agree,Agree,Mood tracking,Addiction to apps
08/26/2025 11:49:00,Agree,India,Healthcare Worker,46,Male,"Sanvello, Headspace, MindDoc, Moodpath, Stoic, Calm, Reflectly, Daylio",Rarely,Always,6-10,Never,5 hours,7-8,6+,Weekly,Weekly,Daily,Rarely,Neutral,"Hopeful, Calm, Grateful, Anger, Stressed",Strongly disagree,Strongly disagree,Strongly agree,Agree,Voice input,Other
08/24/2025 19:59:00,Agree,India,Other,61,Non-binary,"Insight Timer, Wysa, MindShift, Youper, Sanvello, Reflectly, MindDoc, Replika, Daylio",Daily,Sometimes,16-20,Sometimes,10+ hours,7-8,3,2-3x/week,Sometimes,Rarely,Rarely,Positive,"Peaceful, Joy",Strongly disagree,Agree,Strongly agree,Agree,Offline functionality,AI accuracy
08/25/2025 18:55:00,Agree,India,Freelancer,60,Male,"None, Jour, Moodpath, MindShift",Daily,Daily,21-30,2-3x/week,10+ hours,9+,5,Always,Always,Always,Sometimes,Neutral,"Stressed, Frustrated, Excited",Disagree,Strongly disagree,Strongly agree,Disagree,Mood tracking,Privacy concerns
08/23/2025 22:27:00,Agree,India,Researcher,45,Female,"MindShift, Reflectly, Daylio, Moodpath, None, Calm",Weekly,Rarely,1-5,Always,5 hours,3-4,1,Weekly,Rarely,Sometimes,Weekly,Negative,"Frustrated, Lonely",Disagree,Neutral,Agree,Strongly disagree,Progress tracking,Lack of human connection
08/23/2025 12:11:00,Agree,India,Researcher,23,Non-binary,"Stoic, Headspace, Replika, Youper, Calm, MindDoc, Sanvello, Reflectly, MindShift",Sometimes,Never,0,Never,10+ hours,0,1,Never,Always,Always,Rarely,Neutral,"Peaceful, Grateful, Joy, Anxiety, Hopeful",Agree,Agree,Agree,Strongly disagree,Voice input,Stigma around mental health apps
08/21/2025 23:32:00,Agree,India,Student,55,Prefer not to say,"Headspace, Insight Timer, Stoic, Daylio, Reflectly, Replika, Calm, Jour, Moodpath, MindShift",2-3x/week,2-3x/week,1-5,Always,4 hours,3-4,3,Never,Rarely,Weekly,Rarely,Positive,"Lonely, Sadness, Hopeful",Neutral,Disagree,Agree,Strongly agree,Progress tracking,Technical issues
08/22/2025 14:51:00,Agree,India,Freelancer,35,Female,"MindShift, MindDoc, Insight Timer, Replika, None, Moodpath, Daylio, Jour, Calm, Headspace, Wysa, Stoic, Youper, Sanvello, Reflectly",Weekly,2-3x/week,16-20,Never,5 hours,1-2,1,Sometimes,Never,Never,Never,Positive,"Peaceful, Tired, Calm, Frustrated",Strongly agree,Disagree,Strongly agree,Neutral,More personalization,Technical issues
08/23/2025 00:44:00,Agree,India,Student,33,Prefer not to say,"Daylio, Stoic, Moodpath, Sanvello, Calm",Daily,Always,6-10,Daily,5 hours,9+,6+,Daily,Always,Always,Daily,Neutral,"Grateful, Stressed",Agree,Strongly agree,Agree,Strongly disagree,Integration with other apps,Cost
08/23/2025 05:24:00,Agree,India,Healthcare Worker,28,Female,"MindDoc, Stoic, Youper, Sanvello, Daylio, Replika, Headspace, MindShift, Insight Timer",Never,2-3x/week,16-20,Always,6 hours,5-6,0,Always,Never,Sometimes,Sometimes,Negative,"Overwhelmed, Joy, Sadness, Calm, Anger",Neutral,Neutral,Strongly agree,Strongly disagree,Mood tracking,Stigma around mental health apps
08/25/2025 11:15:00,Agree,India,Teacher,40,Male,Insight Timer,Sometimes,Sometimes,0,Weekly,9 hours,1-2,6+,Sometimes,2-3x/week,Always,2-3x/week,Negative,"Excited, Hopeful, Overwhelmed, Anxiety",Strongly agree,Agree,Disagree,Strongly disagree,Better privacy controls,AI accuracy
08/24/2025 19:38:00,Agree,India,Healthcare Worker,36,Non-binary,"MindShift, Moodpath, Insight Timer, Reflectly, Headspace, Stoic",Rarely,Weekly,16-20,Always,4 hours,9+,2,Weekly,Rarely,Never,2-3x/week,Positive,"Lonely, Excited, Tired, Peaceful, Sadness",Agree,Neutral,Strongly agree,Neutral,More personalization,Data security
08/26/2025 16:55:00,Agree,India,Freelancer,49,Female,"Reflectly, None, Replika, MindDoc, Youper, Stoic, Headspace, Moodpath, Insight Timer, Jour, Calm, Sanvello, Daylio, Wysa",2-3x/week,2-3x/week,30+,Weekly,8 hour sleep,7-8,0,2-3x/week,Weekly,Never,2-3x/week,Neutral,"Peaceful, Excited, Tired, Overwhelmed, Calm",Disagree,Neutral,Disagree,Strongly disagree,Mood tracking,None
08/23/2025 14:05:00,Agree,India,Healthcare Worker,29,Male,"MindDoc, Wysa, None, Jour, Moodpath, Insight Timer, Reflectly, Daylio, Replika, Youper, Headspace, Sanvello, Calm, Stoic",Rarely,Weekly,21-30,Always,10 hours,1-2,0,Never,Daily,Never,Daily,Neutral,"Anger, Peaceful, Grateful, Frustrated",Agree,Strongly disagree,Strongly disagree,Disagree,Offline functionality,Technical issues
08/22/2025 07:58:00,Agree,India,Student,61,Non-binary,"Stoic, Reflectly, Jour, Youper",Sometimes,Sometimes,0,Never,10 hours,9+,0,Never,2-3x/week,Always,Daily,Positive,"Excited, Calm, Anxiety, Grateful",Strongly agree,Agree,Agree,Strongly disagree,Professional support integration,Data security
08/23/2025 05:16:00,Agree,India,Teacher,42,Male,MindShift,Always,Rarely,1-5,2-3x/week,10+ hours,7-8,5,Rarely,Never,Weekly,Never,Negative,"Excited, Sadness, Peaceful",Agree,Strongly disagree,Disagree,Agree,Offline functionality,Stigma around mental health apps
